0,1,0
0,1,1
0,1,2
0,1,3
0,1,4
0,1,5
0,1,6
0,1,7
0,1,8
0,1,9
0,1,10
0,1,11
0,1,12
0,1,13
0,1,14
0,1,15
0,1,16
0,1,17
0,1,18
0,1,19
0,1,20
0,1,21
0,1,22
0,1,23
0,1,24
0,1,25
0,1,26
0,1,27
0,1,28
0,1,29
0,1,30
0,1,31
0,1,32
0,1,33
0,1,34
0,1,35
0,1,36
0,1,37
0,1,38
0,1,39
0,1,40
0,1,41
0,1,42
0,1,43
0,1,44
0,1,45
0,1,46
0,1,47
0,1,48
0,1,49
0,1,50
0,1,51
0,1,52
0,1,53
0,1,54
0,1,55
0,1,56
0,1,57
0,1,58
0,1,59
0,1,60
0,1,61
0,1,62
0,1,63
0,1,64
0,1,65
0,1,66
0,1,67
0,1,68
0,1,69
0,1,70
0,1,71
0,1,72
0,1,73
0,1,74
0,1,75
0,1,76
0,1,77
0,1,78
1,1,0
1,1,79
1,1,80
1,1,81
1,1,82
1,1,83
1,1,84
1,1,85
1,1,86
1,1,87
1,1,88
1,1,89
1,1,90
1,1,91
1,1,92
1,1,93
1,1,94
1,1,95
1,1,96
1,1,97
1,1,98
1,1,99
1,1,100
1,1,101
1,1,102
1,1,103
1,1,104
1,1,105
1,1,106
1,1,107
1,1,108
1,1,109
1,1,110
1,1,111
1,1,112
2,1,113
2,1,114
2,1,115
2,1,116
2,1,116
2,1,116
2,1,117
2,1,118
2,1,119
2,1,120
2,1,120
2,1,121
2,1,122
2,1,123
2,1,123
2,1,124
2,1,125
2,1,126
2,1,127
2,1,128
2,1,129
2,1,130
2,1,130
2,1,131
2,1,132
2,1,133
2,1,134
2,1,135
2,1,136
2,1,137
2,1,138
2,1,139
2,1,140
2,1,141
2,1,142
2,1,143
2,1,144
2,1,145
2,1,146
2,1,147
2,1,148
2,1,149
2,1,150
2,1,151
2,1,152
2,1,153
2,1,154
2,1,155
2,1,156
2,1,157
2,1,85
2,1,158
2,1,159
2,1,160
2,1,161
2,1,162
2,1,163
2,1,164
2,1,165
2,1,166
2,1,167
2,1,168
2,1,169
2,1,169
2,1,170
2,1,171
2,1,172
2,1,173
2,1,174
2,1,175
2,1,176
2,1,177
2,1,178
2,1,179
2,1,180
2,1,181
2,1,182
2,1,183
2,1,184
2,1,185
2,1,186
2,1,187
2,1,188
2,1,189
2,1,190
2,1,91
2,1,191
2,1,192
2,1,193
2,1,194
2,1,195
2,1,196
2,1,197
2,1,198
2,1,199
2,1,200
2,1,201
2,1,202
2,1,203
2,1,204
2,1,205
2,1,206
2,1,207
2,1,208
2,1,208
2,1,209
2,1,210
2,1,211
2,1,212
2,1,213
2,1,214
2,1,215
2,1,216
2,1,217
2,1,218
2,1,219
2,1,220
2,1,221
2,1,222
2,1,223
2,1,224
2,1,225
2,1,226
2,1,227
2,1,228
2,1,229
2,1,230
2,1,231
2,1,232
2,1,233
2,1,234
2,1,235
2,1,236
2,1,237
2,1,238
2,1,239
2,1,240
2,1,241
2,1,242
2,1,243
2,1,244
2,1,245
2,1,246
2,1,247
2,1,248
2,1,249
2,1,250
2,1,251
2,1,252
2,1,253
2,1,254
2,1,255
2,1,255
2,1,256
2,1,257
2,1,258
2,1,259
2,1,260
2,1,261
2,1,262
2,1,262
2,1,263
2,1,264
2,1,265
2,1,266
2,1,267
2,1,268
2,1,269
2,1,270
2,1,271
2,1,272
2,1,273
2,1,274
2,1,275
2,1,276
2,1,277
2,1,278
2,1,279
2,1,280
2,1,281
2,1,282
2,1,283
2,1,284
2,1,285
2,1,286
2,1,287
2,1,288
2,1,289
2,1,290
2,1,291
2,1,292
2,1,293
2,1,294
2,1,295
2,1,296
2,1,297
2,1,298
2,1,299
2,1,300
2,1,301
2,1,302
2,1,303
2,1,304
2,1,305
2,1,306
2,1,307
2,1,308
2,1,309
2,1,310
2,1,311
2,1,312
2,1,313
2,1,314
2,1,315
2,1,316
2,1,317
2,1,318
2,1,319
2,1,320
2,1,321
2,1,322
2,1,323
2,1,324
2,1,325
2,1,326
2,1,327
2,1,328
2,1,329
2,1,330
3,1,113
3,1,331
3,1,332
3,1,333
3,1,334
3,1,335
3,1,335
3,1,336
3,1,337
3,1,338
3,1,339
3,1,340
3,1,341
3,1,342
3,1,343
3,1,344
3,1,345
3,1,346
3,1,347
3,1,348
3,1,349
3,1,350
3,1,351
3,1,352
3,1,353
3,1,354
3,1,355
3,1,356
3,1,357
3,1,358
3,1,359
3,1,360
3,1,361
3,1,362
3,1,363
3,1,364
3,1,365
3,1,366
3,1,367
3,1,368
3,1,369
3,1,370
3,1,371
3,1,372
3,1,373
3,1,374
3,1,375
3,1,376
3,1,377
3,1,378
3,1,379
3,1,147
3,1,380
3,1,381
3,1,382
3,1,383
3,1,384
3,1,385
3,1,157
3,1,10
3,1,386
3,1,387
3,1,388
3,1,389
3,1,390
3,1,391
3,1,392
3,1,393
3,1,162
3,1,162
3,1,162
3,1,394
3,1,395
3,1,396
3,1,397
3,1,398
3,1,399
3,1,169
3,1,400
3,1,401
3,1,401
3,1,401
